DRUG_NAME,ModelID,COSMIC_ID,CELL_LINE_NAME,TCGA_DESC,LN_IC50
BMS-345541,ACH-000188,910701,SCC-25,HNSC,3.673782
BMS-345541,ACH-000189,909974,RCC10RGB,KIRC,4.677448
BMS-345541,ACH-000191,906696,BHT-101,THCA,2.364806
BMS-345541,ACH-000192,908129,MFE-280,UCEC,5.704734
BMS-345541,ACH-000193,1327775,KARPAS-620,MM,2.01395
BMS-345541,ACH-000196,749713,HCC1599,BRCA,2.18888
BMS-345541,ACH-000197,909762,TALL-1,ALL,1.600202
BMS-345541,ACH-000198,906856,EoL-1-cell,UNCLASSIFIED,1.503444
BMS-345541,ACH-000200,908449,NMC-G1,LGG,6.171718
BMS-345541,ACH-000201,910784,A204,UNCLASSIFIED,3.172366
BMS-345541,ACH-000204,907791,LP-1,MM,1.930371
BMS-345541,ACH-000207,906837,Detroit562,HNSC,2.648058
BMS-345541,ACH-000210,753539,CADO-ES1,UNCLASSIFIED,1.997441
BMS-345541,ACH-000211,906833,Daoy,MB,3.151915
BMS-345541,ACH-000212,906826,CAL-120,BRCA,4.129107
BMS-345541,ACH-000213,907286,HuP-T4,PAAD,4.968377
BMS-345541,ACH-000217,1240159,JHH-6,LIHC,3.78263
BMS-345541,ACH-000218,1330991,PL-21,LAML,1.629718
BMS-345541,ACH-000219,906793,A375,SKCM,2.653131
BMS-345541,ACH-000221,1240217,SNU-398,LIHC,1.743436
BMS-345541,ACH-000222,910702,AsPC-1,PAAD,7.030555
BMS-345541,ACH-000223,749714,HCC1937,BRCA,4.083422
BMS-345541,ACH-000225,906849,ECC12,UNCLASSIFIED,2.208465
BMS-345541,ACH-000226,1331040,SUP-M2,UNCLASSIFIED,1.791994
BMS-345541,ACH-000227,907314,KP-N-YN,NB,3.082172
BMS-345541,ACH-000228,1290725,BICR31,HNSC,2.465827
BMS-345541,ACH-000231,907271,KALS-1,LGG,3.510619
BMS-345541,ACH-000232,905983,U251,GBM,4.582511
BMS-345541,ACH-000233,906836,DEL,UNCLASSIFIED,1.28636
BMS-345541,ACH-000236,909747,SW1417,COREAD,6.976619
BMS-345541,ACH-000238,910904,SCC-4,HNSC,4.392302
BMS-345541,ACH-000242,687455,RT4,BLCA,3.806224
BMS-345541,ACH-000243,1290797,DAN-G,PAAD,2.846326
BMS-345541,ACH-000244,906839,DK-MG,GBM,5.378925
BMS-345541,ACH-000245,910706,BL-41,UNCLASSIFIED,1.765393
BMS-345541,ACH-000247,1298358,OCUM-1,STAD,3.715895
BMS-345541,ACH-000248,910704,AU565,BRCA,2.252502
BMS-345541,ACH-000249,1290769,CL-11,COREAD,4.980758
BMS-345541,ACH-000250,1298169,KMRC-20,KIRC,4.08032
BMS-345541,ACH-000252,917486,LS-1034,COREAD,4.698626
BMS-345541,ACH-000254,910911,SCC-15,HNSC,4.824814
BMS-345541,ACH-000258,906844,DU-4475,BRCA,2.352561
BMS-345541,ACH-000259,753618,KELLY,NB,1.984364
BMS-345541,ACH-000260,724828,SK-N-AS,NB,3.054724
BMS-345541,ACH-000263,907275,KASUMI-1,LAML,1.447219
BMS-345541,ACH-000264,724859,Calu-6,LUAD,4.126809
BMS-345541,ACH-000265,753572,KP-4,PAAD,3.37875
BMS-345541,ACH-000267,924110,HDLM-2,UNCLASSIFIED,3.641608
BMS-345541,ACH-000269,910933,AM-38,GBM,3.899241
BMS-345541,ACH-000270,1298136,HPAC,PAAD,4.252392
BMS-345541,ACH-000271,1331033,SU-DHL-10,DLBC,1.836963
BMS-345541,ACH-000273,905984,SF539,LGG,2.924104
BMS-345541,ACH-000276,749717,HCC38,BRCA,5.928862
BMS-345541,ACH-000277,907045,HCC1419,BRCA,5.149619
BMS-345541,ACH-000281,1298218,KP-2,PAAD,5.481945
BMS-345541,ACH-000282,908475,NCI-H1755,LUAD,4.057595
BMS-345541,ACH-000287,1330982,NU-DUL-1,DLBC,1.538529
BMS-345541,ACH-000288,905951,BT-549,BRCA,4.374455
BMS-345541,ACH-000290,688013,NCI-H209,SCLC,2.770501
BMS-345541,ACH-000291,1240197,OV-90,OV,5.419079
BMS-345541,ACH-000292,1240192,NCI-H841,SCLC,3.125615
BMS-345541,ACH-000293,924187,KLE,UCEC,3.918069
BMS-345541,ACH-000294,1323913,NB4,LAML,1.278634
BMS-345541,ACH-000295,906855,EM-2,LCML,1.137653
BMS-345541,ACH-000298,688011,NCI-H2029,SCLC,4.182811
BMS-345541,ACH-000301,907783,LAMA-84,LCML,2.500733
BMS-345541,ACH-000303,908445,SNU-5,STAD,2.72969
BMS-345541,ACH-000304,909784,WM-115,SKCM,6.060846
BMS-345541,ACH-000305,753555,EC-GI-10,ESCA,2.524113
BMS-345541,ACH-000308,911905,EFO-21,OV,6.025726
BMS-345541,ACH-000309,909721,SK-LU-1,LUAD,6.527842
BMS-345541,ACH-000311,722046,NCI-H2122,LUAD,1.467458
BMS-345541,ACH-000315,907274,KARPAS-422,DLBC,2.376513
BMS-345541,ACH-000318,753622,TE-10,ESCA,1.97579
BMS-345541,ACH-000319,908150,MPP-89,MESO,4.165651
BMS-345541,ACH-000320,910546,PSN1,PAAD,2.46294
BMS-345541,ACH-000322,907067,HT-144,SKCM,1.590765
BMS-345541,ACH-000323,687561,42-MG-BA,GBM,2.200535
BMS-345541,ACH-000326,1327771,JURL-MK1,LCML,1.93476
BMS-345541,ACH-000330,906851,EFM-19,BRCA,4.092035
BMS-345541,ACH-000332,909904,YAPC,PAAD,5.069128
BMS-345541,ACH-000334,906832,DB,DLBC,2.341727
BMS-345541,ACH-000335,908152,MSTO-211H,MESO,3.123947
BMS-345541,ACH-000336,1290455,OCI-AML3,LAML,1.890087
BMS-345541,ACH-000337,1240190,NCI-H3122,LUAD,2.600316
BMS-345541,ACH-000338,905965,SR,UNCLASSIFIED,1.062861
BMS-345541,ACH-000343,905944,NCI-H522,LUAD,3.460278
BMS-345541,ACH-000345,924189,KP-N-RT-BM-1,NB,0.360908
BMS-345541,ACH-000346,907270,JVM-3,CLL,2.270685
BMS-345541,ACH-000347,1298534,QGP-1,UNCLASSIFIED,3.695924
BMS-345541,ACH-000348,910903,RPMI-7951,SKCM,2.991813
BMS-345541,ACH-000349,1303900,HCC1500,BRCA,3.805547
BMS-345541,ACH-000350,910689,COLO-678,COREAD,7.813111
BMS-345541,ACH-000351,908138,MKN1,UNCLASSIFIED,3.898128
BMS-345541,ACH-000352,1290905,HCC1428,BRCA,5.484542
BMS-345541,ACH-000353,753614,TE-15,ESCA,2.232374
BMS-345541,ACH-000354,753624,CAPAN-1,PAAD,4.568608
BMS-345541,ACH-000355,688031,NCI-H82,SCLC,1.744694
BMS-345541,ACH-000356,925340,MKN45,STAD,2.716994
BMS-345541,ACH-000357,1327765,JEKO-1,DLBC,1.479496
BMS-345541,ACH-000359,908131,MG-63,UNCLASSIFIED,4.396359
BMS-345541,ACH-000360,908442,NCI-H508,COREAD,0.785728
BMS-345541,ACH-000361,909719,SK-HEP-1,LIHC,3.740483
BMS-345541,ACH-000362,1330947,MOLM-13,LAML,1.212042
BMS-345541,ACH-000363,753612,SK-MM-2,MM,3.721677
BMS-345541,ACH-000364,909776,U-2-OS,UNCLASSIFIED,2.752347
BMS-345541,ACH-000365,1331035,SU-DHL-4,DLBC,1.450849
BMS-345541,ACH-000366,688086,SK-N-DZ,NB,4.292736
BMS-345541,ACH-000367,905941,NCI-H226,LUSC,6.37869
BMS-345541,ACH-000369,1330948,MOLM-16,LAML,1.535582
BMS-345541,ACH-000371,910861,RL,DLBC,1.890904
BMS-345541,ACH-000372,909251,P12-ICHIKAWA,ALL,2.118752
BMS-345541,ACH-000373,909722,SKM-1,UNCLASSIFIED,1.62347
BMS-345541,ACH-000374,749710,HCC1143,BRCA,5.15474
BMS-345541,ACH-000375,907298,G-402,UNCLASSIFIED,2.098115
BMS-345541,ACH-000376,905985,SF295,GBM,3.047576
BMS-345541,ACH-000378,1240191,NCI-H647,UNCLASSIFIED,1.613621
BMS-345541,ACH-000379,1298350,NCI-H1781,LUAD,3.675836
BMS-345541,ACH-000380,907281,KMS-12-BM,MM,1.557776
BMS-345541,ACH-000381,909761,T84,COREAD,3.267868
BMS-345541,ACH-000383,910549,OE33,ESCA,2.679427
BMS-345541,ACH-000384,687457,SW780,BLCA,3.264192
BMS-345541,ACH-000386,907278,KG-1,LAML,2.807944
BMS-345541,ACH-000389,907042,H4,LGG,2.787523
BMS-345541,ACH-000391,908134,MHH-ES-1,UNCLASSIFIED,2.237285
BMS-345541,ACH-000392,687777,Calu-3,LUAD,6.118838
BMS-345541,ACH-000394,908480,NCI-H2081,SCLC,1.568768
BMS-345541,ACH-000395,908443,NCI-H520,LUSC,4.163321
BMS-345541,ACH-000396,753566,J82,BLCA,5.630361
BMS-345541,ACH-000399,908481,NCI-H2196,SCLC,3.667733
BMS-345541,ACH-000400,909718,SK-CO-1,COREAD,5.206389
BMS-345541,ACH-000401,906813,COLO-800,SKCM,3.249372
BMS-345541,ACH-000403,908457,NCI-H747,COREAD,3.386675
BMS-345541,ACH-000408,735784,TE-5,ESCA,4.250687
BMS-345541,ACH-000410,909707,Saos-2,UNCLASSIFIED,2.949765
BMS-345541,ACH-000411,910922,769-P,KIRC,3.248489
BMS-345541,ACH-000414,1240185,NCI-H1944,LUAD,2.749799
BMS-345541,ACH-000416,910399,NCI-H838,LUAD,2.350557
BMS-345541,ACH-000417,925347,PANC-08-13,PAAD,4.182361
BMS-345541,ACH-000420,909738,SNU-449,LIHC,3.647797
BMS-345541,ACH-000421,909755,SW837,COREAD,4.625146
BMS-345541,ACH-000423,909724,SK-MEL-3,SKCM,1.410723
BMS-345541,ACH-000424,1240221,TC-71,UNCLASSIFIED,2.388057
BMS-345541,ACH-000425,905976,UACC-62,SKCM,5.74269
BMS-345541,ACH-000427,908461,NCI-N87,STAD,3.691692
BMS-345541,ACH-000428,905981,U031,KIRC,2.336692
BMS-345541,ACH-000429,910920,A704,KIRC,2.615947
BMS-345541,ACH-000430,909774,TYK-nu,UNCLASSIFIED,4.070868
BMS-345541,ACH-000431,688006,NCI-H1694,SCLC,3.050947
BMS-345541,ACH-000432,910710,BV-173,LCML,1.696549
BMS-345541,ACH-000433,905963,CAKI-1,KIRC,2.858271
BMS-345541,ACH-000434,1240184,NCI-H1915,UNCLASSIFIED,3.512564
BMS-345541,ACH-000437,909745,SW1088,GBM,6.042989
BMS-345541,ACH-000438,724863,LU-65,UNCLASSIFIED,3.179326
BMS-345541,ACH-000439,1330942,ME-1,LAML,3.434345
BMS-345541,ACH-000440,910703,CA46,UNCLASSIFIED,2.412607
BMS-345541,ACH-000441,909713,SH-4,SKCM,3.749833
BMS-345541,ACH-000442,1298538,RERF-LC-Sq1,LUSC,3.700149
BMS-345541,ACH-000447,687816,NCI-H2228,LUAD,3.283754
BMS-345541,ACH-000448,908473,NCI-H1666,LUAD,5.625719
BMS-345541,ACH-000449,908127,MES-SA,UNCLASSIFIED,2.726588
BMS-345541,ACH-000450,908124,MEL-HO,SKCM,3.309985
BMS-345541,ACH-000451,687812,NCI-H2085,LUAD,3.866574
BMS-345541,ACH-000452,753623,TE-8,ESCA,4.785964
BMS-345541,ACH-000456,924104,B-CPAP,THCA,2.448417
BMS-345541,ACH-000457,910952,CAL-54,KIRC,3.005543
BMS-345541,ACH-000463,905943,NCI-H460,UNCLASSIFIED,1.424789
BMS-345541,ACH-000464,910943,CAS-1,GBM,6.542429
BMS-345541,ACH-000469,909905,YH-13,GBM,5.504561
BMS-345541,ACH-000470,909748,SW1463,COREAD,5.025738
BMS-345541,ACH-000472,753562,HSC-2,HNSC,3.183869
BMS-345541,ACH-000473,909704,RT-112,BLCA,2.479164
BMS-345541,ACH-000475,1298146,huH-1,LIHC,2.285784
BMS-345541,ACH-000476,1240158,JHH-4,LIHC,4.335599
BMS-345541,ACH-000478,909736,SNU-387,LIHC,4.120458
BMS-345541,ACH-000480,907071,HuH-7,LIHC,4.614783
BMS-345541,ACH-000481,687815,NCI-H2170,LUSC,2.513579
BMS-345541,ACH-000482,1298537,RERF-LC-KJ,LUAD,2.774167
BMS-345541,ACH-000484,1240224,VMRC-RCW,KIRC,4.445783
BMS-345541,ACH-000486,907312,KU-19-19,BLCA,2.434877
BMS-345541,ACH-000488,946354,TE-11,ESCA,2.073637
BMS-345541,ACH-000489,909746,SW1116,COREAD,5.396238
BMS-345541,ACH-000491,908458,NCI-H716,COREAD,2.7828
BMS-345541,ACH-000493,909737,SNU-423,LIHC,4.650083
BMS-345541,ACH-000496,724868,NCI-H1792,LUAD,2.510648
BMS-345541,ACH-000501,907792,LS-123,COREAD,6.956415
BMS-345541,ACH-000504,905982,SNB75,GBM,5.349859
BMS-345541,ACH-000505,1298539,RKN,UNCLASSIFIED,4.96071
BMS-345541,ACH-000506,910899,NCI-H146,SCLC,2.03373
BMS-345541,ACH-000510,724831,NCI-H1299,UNCLASSIFIED,2.374336
BMS-345541,ACH-000514,687997,NCI-H1092,SCLC,4.256663
BMS-345541,ACH-000515,1303901,HCC-33,SCLC,2.270077
BMS-345541,ACH-000516,1290765,CAL-78,UNCLASSIFIED,3.779545
BMS-345541,ACH-000518,753541,CAL-33,HNSC,4.862526
BMS-345541,ACH-000521,722045,NCI-H2030,LUAD,2.258115
BMS-345541,ACH-000524,909975,KURAMOCHI,UNCLASSIFIED,4.826723
BMS-345541,ACH-000525,688015,NCI-H2171,SCLC,2.281798
BMS-345541,ACH-000527,1240198,OVISE,OV,5.639898
BMS-345541,ACH-000528,906791,ABC-1,LUAD,4.044214
BMS-345541,ACH-000530,687983,DMS-114,SCLC,3.349767
BMS-345541,ACH-000532,1660035,SNU-61,COREAD,4.221983
BMS-345541,ACH-000535,906693,BxPC-3,PAAD,2.259252
BMS-345541,ACH-000536,906801,BT-20,BRCA,3.132986
BMS-345541,ACH-000538,907073,HuTu-80,UNCLASSIFIED,1.743677
BMS-345541,ACH-000544,1298359,OE21,ESCA,3.224694
BMS-345541,ACH-000546,907062,HSC-4,HNSC,5.589312
BMS-345541,ACH-000547,907065,HT-1197,BLCA,5.550785
BMS-345541,ACH-000548,753535,BHY,HNSC,5.223923
BMS-345541,ACH-000551,905940,K-562,LCML,3.819896
BMS-345541,ACH-000552,905939,HT-29,COREAD,2.407354
BMS-345541,ACH-000554,909778,UACC-893,BRCA,5.249681
BMS-345541,ACH-000555,905948,A498,KIRC,2.700699
BMS-345541,ACH-000556,930297,SiHa,CESC,3.295412
BMS-345541,ACH-000558,687563,A172,GBM,3.313437
BMS-345541,ACH-000559,1240182,NCI-H1836,SCLC,4.999597
BMS-345541,ACH-000560,906848,ECC10,UNCLASSIFIED,1.965861
BMS-345541,ACH-000562,1290908,HCC-78,LUAD,3.99745
BMS-345541,ACH-000563,753554,EBC-1,LUSC,3.558683
BMS-345541,ACH-000565,909263,RCM-1,COREAD,3.305096
BMS-345541,ACH-000566,909749,SW1710,BLCA,4.168264
BMS-345541,ACH-000567,910906,ST486,UNCLASSIFIED,1.858349
BMS-345541,ACH-000569,907173,IST-MES1,MESO,4.780945
BMS-345541,ACH-000570,687592,YKG-1,GBM,3.533425
BMS-345541,ACH-000571,687586,T98G,GBM,4.418246
BMS-345541,ACH-000572,906865,G-361,SKCM,4.06209
BMS-345541,ACH-000573,1240172,MDA-MB-436,BRCA,3.827759
BMS-345541,ACH-000577,1240157,JHH-2,LIHC,4.077253
BMS-345541,ACH-000579,905977,UACC-257,SKCM,5.47939
BMS-345541,ACH-000580,906830,C32,SKCM,2.901891
BMS-345541,ACH-000583,907799,MC116,DLBC,1.624241
BMS-345541,ACH-000584,1480359,JHOS-4,OV,2.490543
BMS-345541,ACH-000585,753556,EPLC-272H,LUSC,1.845648
BMS-345541,ACH-000586,1330972,NCI-H1876,SCLC,2.731068
BMS-345541,ACH-000587,924244,NCI-H1975,LUAD,2.873855
BMS-345541,ACH-000589,687794,NCI-H1437,LUAD,1.388882
BMS-345541,ACH-000595,1240169,LN-229,GBM,3.819501
BMS-345541,ACH-000596,946361,LCLC-97TM1,UNCLASSIFIED,2.914057
BMS-345541,ACH-000599,1298526,PA-TU-8902,PAAD,5.464249
BMS-345541,ACH-000601,724870,MIA-PaCa-2,PAAD,3.241241
BMS-345541,ACH-000603,753534,BEN,UNCLASSIFIED,2.900003
BMS-345541,ACH-000605,946355,TE-6,ESCA,2.757985
BMS-345541,ACH-000607,1240166,KYM-1,UNCLASSIFIED,3.346277
BMS-345541,ACH-000609,909712,SF126,GBM,3.223168
BMS-345541,ACH-000610,688018,NCI-H2227,SCLC,2.99965
BMS-345541,ACH-000611,1331037,SU-DHL-6,DLBC,1.793363
BMS-345541,ACH-000613,907060,HOS,UNCLASSIFIED,2.549007
BMS-345541,ACH-000614,909706,RVH-421,SKCM,4.103234
BMS-345541,ACH-000615,905954,SK-MEL-28,SKCM,3.61254
BMS-345541,ACH-000616,1240151,Hs-746T,STAD,3.816418
BMS-345541,ACH-000617,905990,OVCAR-4,OV,5.083193
BMS-345541,ACH-000619,1240207,PE-CA-PJ15,HNSC,3.615649
BMS-345541,ACH-000620,1298151,JHH-1,LIHC,4.443864
BMS-345541,ACH-000621,925338,MDA-MB-157,BRCA,3.74407
BMS-345541,ACH-000622,907282,KNS-42,LGG,3.169358
BMS-345541,ACH-000624,907047,HCC1806,UNCLASSIFIED,2.632586
BMS-345541,ACH-000625,1240147,Hep3B2-1-7,LIHC,2.840177
BMS-345541,ACH-000626,753615,U-266,MM,2.834154
BMS-345541,ACH-000627,753586,LCLC-103H,UNCLASSIFIED,2.84191
BMS-345541,ACH-000628,908459,NCI-H596,UNCLASSIFIED,3.848762
BMS-345541,ACH-000631,907313,KS-1,GBM,4.369816
BMS-345541,ACH-000637,753575,KYSE-520,ESCA,4.134978
BMS-345541,ACH-000638,908460,NCI-H441,LUAD,7.119321
BMS-345541,ACH-000639,1240189,NCI-H211,SCLC,2.3818
BMS-345541,ACH-000640,909727,SK-MEL-31,SKCM,4.529782
BMS-345541,ACH-000643,1290922,HDQ-P1,BRCA,4.02074
BMS-345541,ACH-000644,687448,COLO-829,SKCM,5.743777
BMS-345541,ACH-000647,753621,TE-1,ESCA,5.115941
BMS-345541,ACH-000648,908470,NCI-H28,MESO,5.418571
BMS-345541,ACH-000649,905947,786-0,KIRC,2.724311
BMS-345541,ACH-000650,1240153,IGR-37,SKCM,2.91569
BMS-345541,ACH-000651,905962,SW620,COREAD,3.248961
BMS-345541,ACH-000652,1240219,SUIT-2,PAAD,3.927167
BMS-345541,ACH-000653,1327766,JJN-3,MM,2.018795
BMS-345541,ACH-000654,909262,Raji,UNCLASSIFIED,2.087162
BMS-345541,ACH-000655,905986,SF268,GBM,3.457289
BMS-345541,ACH-000656,1331038,SU-DHL-8,DLBC,1.895668
BMS-345541,ACH-000657,906804,A2780,UNCLASSIFIED,2.317987
BMS-345541,ACH-000660,1331036,SU-DHL-5,DLBC,2.001712
BMS-345541,ACH-000662,687780,COR-L23,UNCLASSIFIED,4.702592
BMS-345541,ACH-000663,1298365,OVTOKO,OV,5.104872
BMS-345541,ACH-000664,909742,SU-DHL-1,UNCLASSIFIED,1.667999
BMS-345541,ACH-000665,909728,SK-MES-1,LUSC,5.373888
BMS-345541,ACH-000666,724866,NCI-H1355,LUAD,4.34853
BMS-345541,ACH-000667,1240145,HCC-44,LUAD,3.453982
BMS-345541,ACH-000668,907048,HCC70,BRCA,3.585003
BMS-345541,ACH-000670,713880,SBC-5,SCLC,4.708539
BMS-345541,ACH-000672,910779,IA-LM,UNCLASSIFIED,4.656447
BMS-345541,ACH-000674,1298357,NUGC-4,STAD,5.138354
BMS-345541,ACH-000675,722058,NCI-H1734,LUAD,1.795594
BMS-345541,ACH-000677,724878,SW1573,LUAD,5.262505
BMS-345541,ACH-000678,924250,MKN7,STAD,3.376141
BMS-345541,ACH-000679,910079,OE19,ESCA,2.527638
BMS-345541,ACH-000680,909757,SW948,COREAD,3.577023
BMS-345541,ACH-000681,905949,A549,LUAD,2.522039
BMS-345541,ACH-000688,1480360,OV-7,OV,4.128513
BMS-345541,ACH-000691,749715,HCC2157,BRCA,2.890072
BMS-345541,ACH-000693,907318,KYSE-180,ESCA,2.253088
BMS-345541,ACH-000694,946353,TE-9,ESCA,4.353584
BMS-345541,ACH-000696,905991,OVCAR-8,OV,3.045425
BMS-345541,ACH-000697,910935,A3-KAW,DLBC,1.482012
BMS-345541,ACH-000698,907295,DMS-53,SCLC,5.519099
BMS-345541,ACH-000702,1330935,L-1236,UNCLASSIFIED,1.928637
BMS-345541,ACH-000703,753551,DMS-79,SCLC,2.821662
BMS-345541,ACH-000704,910548,OAW-42,OV,4.685474
BMS-345541,ACH-000706,905970,EKVX,LUAD,5.629726
BMS-345541,ACH-000708,1659929,SNU-283,,1.917168
BMS-345541,ACH-000711,1298157,JIMT-1,BRCA,5.517818
BMS-345541,ACH-000713,906825,Caov-3,OV,3.591205
BMS-345541,ACH-000714,1659817,KMS-11,MM,1.027163
BMS-345541,ACH-000716,1240223,TT2609-C02,THCA,4.729741
BMS-345541,ACH-000717,906817,COLO-680N,ESCA,4.985592
BMS-345541,ACH-000718,724874,NCI-H2291,LUAD,3.408008
BMS-345541,ACH-000720,687459,TCCSUP,BLCA,5.152153
BMS-345541,ACH-000722,910905,SNU-C1,COREAD,3.548872
BMS-345541,ACH-000724,907066,HT-1376,BLCA,4.622754
BMS-345541,ACH-000729,688010,NCI-H1963,SCLC,2.67203
BMS-345541,ACH-000730,905956,SK-MEL-5,SKCM,4.144551
BMS-345541,ACH-000738,687568,GB-1,GBM,5.091711
BMS-345541,ACH-000740,906794,A253,UNCLASSIFIED,3.841947
BMS-345541,ACH-000744,687798,NCI-H1623,LUAD,3.054827
BMS-345541,ACH-000745,1330950,MOLP-8,MM,1.446918
BMS-345541,ACH-000749,687985,DMS-273,SCLC,3.126138
BMS-345541,ACH-000750,905974,LOXIMVI,SKCM,1.938478
BMS-345541,ACH-000751,1330985,OCI-M1,LAML,3.095653
BMS-345541,ACH-000752,1240186,NCI-H196,SCLC,3.455868
BMS-345541,ACH-000754,907322,L-428,UNCLASSIFIED,2.537758
BMS-345541,ACH-000755,749716,HCC2218,BRCA,1.797051
BMS-345541,ACH-000756,906871,GI-1,LGG,3.927196
BMS-345541,ACH-000757,910851,A427,UNCLASSIFIED,2.408372
BMS-345541,ACH-000763,1659818,MM1S,MM,1.791653
BMS-345541,ACH-000767,688025,NCI-H526,SCLC,2.212625
BMS-345541,ACH-000768,905960,MDA-MB-231,BRCA,2.706397
BMS-345541,ACH-000769,687787,LK-2,LUSC,4.334646
BMS-345541,ACH-000772,924248,TE-441-T,UNCLASSIFIED,1.535896
BMS-345541,ACH-000775,724855,NCI-H727,UNCLASSIFIED,6.465106
BMS-345541,ACH-000776,909248,ONS-76,MB,2.819292
BMS-345541,ACH-000778,907061,HSC-3,HNSC,3.142383
BMS-345541,ACH-000780,908468,NCI-H1105,SCLC,3.466601
BMS-345541,ACH-000781,1240187,NCI-H2023,LUAD,3.715348
BMS-345541,ACH-000783,946382,CAMA-1,BRCA,4.449283
BMS-345541,ACH-000784,753576,KYSE-70,ESCA,5.924257
BMS-345541,ACH-000786,906831,Daudi,UNCLASSIFIED,1.96211
BMS-345541,ACH-000787,753592,LXF-289,LUAD,2.786312
BMS-345541,ACH-000788,906792,A2058,SKCM,3.281158
BMS-345541,ACH-000789,925341,NCI-H810,UNCLASSIFIED,5.439993
BMS-345541,ACH-000790,724872,SHP-77,SCLC,2.677019
BMS-345541,ACH-000792,910698,BFTC-909,KIRC,3.427592
BMS-345541,ACH-000793,907276,KATOIII,STAD,4.045712
BMS-345541,ACH-000794,1240121,BICR22,HNSC,3.158419
BMS-345541,ACH-000795,908146,MOLT-13,ALL,2.782087
BMS-345541,ACH-000800,688023,NCI-H446,SCLC,2.240455
BMS-345541,ACH-000802,910926,BFTC-905,BLCA,2.90058
BMS-345541,ACH-000803,910692,COLO-668,SCLC,3.91883
BMS-345541,ACH-000805,906818,COLO-679,SKCM,3.806804
BMS-345541,ACH-000806,907323,L-540,UNCLASSIFIED,1.698881
BMS-345541,ACH-000809,753574,KYSE-410,ESCA,3.66506
BMS-345541,ACH-000810,909726,SK-MEL-30,SKCM,1.784448
BMS-345541,ACH-000811,905959,SK-OV-3,OV,6.518702
BMS-345541,ACH-000812,1240125,COLO-783,SKCM,1.114165
BMS-345541,ACH-000814,1298144,Hs-939-T,SKCM,2.618712
BMS-345541,ACH-000815,909976,KM-H2,UNCLASSIFIED,1.957208
BMS-345541,ACH-000816,908483,NCI-H524,SCLC,1.888346
BMS-345541,ACH-000817,905964,RPMI-8226,MM,1.939103
BMS-345541,ACH-000819,1240168,LN-18,GBM,3.026763
BMS-345541,ACH-000821,1297447,EJM,MM,2.546956
BMS-345541,ACH-000822,909725,SK-MEL-24,SKCM,4.891143
BMS-345541,ACH-000823,753573,KYSE-140,ESCA,2.556432
BMS-345541,ACH-000824,907321,KYSE-510,ESCA,2.698527
BMS-345541,ACH-000825,905973,HOP-92,UNCLASSIFIED,3.647706
BMS-345541,ACH-000826,753540,CAL-12T,UNCLASSIFIED,2.591522
BMS-345541,ACH-000827,1299081,WM793B,SKCM,2.994721
BMS-345541,ACH-000828,909907,ZR-75-30,BRCA,5.71176
BMS-345541,ACH-000830,908469,NCI-H1436,SCLC,2.41394
BMS-345541,ACH-000832,910916,CAL-27,HNSC,3.08231
BMS-345541,ACH-000835,906999,GCT,UNCLASSIFIED,2.829414
BMS-345541,ACH-000838,1295741,AMO-1,MM,1.117203
BMS-345541,ACH-000840,1240144,HCC-366,UNCLASSIFIED,2.77254
BMS-345541,ACH-000841,724834,NCI-H2087,LUAD,5.496366
BMS-345541,ACH-000843,1240142,HARA,LUSC,2.573104
BMS-345541,ACH-000846,906863,FADU,HNSC,2.854389
BMS-345541,ACH-000847,907055,HGC-27,STAD,2.628489
BMS-345541,ACH-000848,1240160,JHH-7,LIHC,5.065674
BMS-345541,ACH-000849,908123,MDA-MB-468,BRCA,2.390012
BMS-345541,ACH-000852,1298347,NCI-H1435,LUAD,5.003216
BMS-345541,ACH-000853,687829,NCI-H661,UNCLASSIFIED,2.924373
BMS-345541,ACH-000856,910927,CAL-51,BRCA,2.076168
BMS-345541,ACH-000857,910852,CAL-85-1,BRCA,4.623004
BMS-345541,ACH-000858,753569,KNS-62,LUSC,4.758011
BMS-345541,ACH-000859,749709,HCC1954,BRCA,2.913286
BMS-345541,ACH-000860,908465,NCI-H358,LUAD,3.445195
BMS-345541,ACH-000861,905972,HOP-62,LUAD,3.779629
BMS-345541,ACH-000863,906835,DBTRG-05MG,GBM,6.609778
BMS-345541,ACH-000864,910691,COLO-684,UCEC,2.635335
BMS-345541,ACH-000865,907320,KYSE-450,ESCA,2.427389
BMS-345541,ACH-000866,687995,NCI-H1048,SCLC,3.458994
BMS-345541,ACH-000867,687596,ChaGo-K-1,UNCLASSIFIED,3.104129
BMS-345541,ACH-000869,1298348,NCI-H1568,LUAD,4.789356
BMS-345541,ACH-000871,753605,NCI-H510A,SCLC,1.759986
BMS-345541,ACH-000873,907319,KYSE-270,ESCA,2.506559
BMS-345541,ACH-000874,909703,RS4-11,ALL,1.988895
BMS-345541,ACH-000876,924240,MDA-MB-415,BRCA,5.210487
BMS-345541,ACH-000878,1240143,HCC-15,LUSC,4.041026
BMS-345541,ACH-000879,908130,MFE-296,UCEC,3.692526
BMS-345541,ACH-000880,906790,AGS,STAD,2.729552
BMS-345541,ACH-000881,908125,MEL-JUSO,SKCM,4.683475
BMS-345541,ACH-000882,907169,IGR-1,SKCM,5.215968
BMS-345541,ACH-000885,1240222,TOV-21G,OV,3.458677
BMS-345541,ACH-000888,908463,NCI-H1793,LUAD,4.963294
